type,title,ingredients,oven_temp,directions,notes_on_texture,link,equipment_needed,flour_ratio,sugar_ratio,Butter_ratio,cleaned_texture,texture_category
Chocolate Cupcake,Chocolate Cupcake with Vanilla Bean Buttercream (Love to be in the Kitchen),"Cupcakes: 1/2 cup Dutch-processed cocoa powder, 1 cup boiling hot water, 1 1/3 cups all-purpose flour, 2 teaspoons baking powder, 1/2 teaspoon salt, 1/2 cup unsalted butter (room temperature), 1 cup granulated white sugar, 2 large eggs, 2 teaspoons pure vanilla extract; Vanilla Bean Buttercream: 2 sticks unsalted butter (softened), 1 vanilla bean (halved lengthwise) or 1 tablespoon vanilla bean paste, 3 cups powdered sugar, pinch of salt, 1 teaspoon vanilla extract, 2 tablespoons heavy cream (or milk)",375 F,"Cupcakes: Preheat oven to 375°F. Lightly butter or line 16 muffin cups with paper liners. In a small bowl, stir until smooth the boiling hot water and the cocoa powder. Let cool to room temperature. In another bowl, whisk together the flour, baking powder, and salt. Then, in the bowl of your electric mixer or with a hand mixer, beat the butter and sugar until light and fluffy. Add the eggs one at a time, beating until smooth. Scrape down the sides of the bowl as needed. Beat in the vanilla extract. Add the flour mixture and beat only until incorporated. Then slowly and carefully add the cooled cocoa mixture and stir until smooth. Fill each muffin cup about two-thirds full with batter and bake for 18-20 minutes or until risen, springy to the touch, and a toothpick inserted into a cupcake comes out clean. Remove from oven and place on a wire rack to cool. Vanilla Bean Buttercream Frosting: In a stand mixer fitted with the whisk attachment, beat the butter at medium-high speed until smooth, about 20 seconds. If using a vanilla bean, scrape seeds from the vanilla bean into the butter. If using vanilla bean paste, add it instead. Beat mixture at medium-high speed to combine, about 15 seconds. Add powdered sugar and salt; beat at medium-low speed until most of the sugar is moistened, about 1 minute. Scrape down the bowl and beat at medium speed until mixture is fully incorporated, about 30 seconds. Add vanilla and heavy cream, and beat at medium speed until incorporated, about 20 seconds, then increase speed to medium-high and beat until light and fluffy, about 4 minutes, scraping down bowl once or twice. Once the cupcakes have completely cooled, top with this frosting using a small spatula or a piping bag with a Wilton 1M open star tip.",Rich Chocolate Cupcake with a creamy and light vanilla bean buttercream frosting.,https://lovetobeinthekitchen.com/2011/01/31/chocolate-cupcakes-with-vanilla-bean-buttercream/,"Stand mixer, whisk attachment, muffin cups, paper liners, hand mixer, piping bag, Wilton 1M open star tip",4,4,2,Rich Chocolate Cupcake with a creamy and light vanilla bean buttercream frosting,"light and fluffy,creamy"
Chocolate Cupcake,Double Chocolate Cupcake with Vanilla Frosting (Foodal),"Chocolate Cupcake: 1 1/2 cups all-purpose flour, 1 1/2 cups granulated sugar, 3/4 cup unsweetened cocoa powder, 1 1/2 teaspoons baking soda, 3/4 teaspoon baking powder, 3/4 teaspoon salt, 2 large eggs, 3/4 cup water, 3/4 cup buttermilk, 3 tablespoons vegetable oil, 1 teaspoon vanilla extract, 1 cup mini chocolate chips; Vanilla Frosting: 1 cup unsalted butter (softened), 4 cups confectioners’ sugar, 1/8 teaspoon salt, 2 teaspoons vanilla extract, 1 tablespoon heavy cream, mini chocolate chips and chocolate candy for garnish (optional)",350 F,"Cupcakes: Preheat oven to 350°F. Line two 12-cup muffin pans with paper liners and set aside. Sift together the flour, sugar, cocoa powder, baking soda, baking powder, and salt in a large bowl. In a separate medium bowl, whisk together the eggs, water, buttermilk, oil, and vanilla extract. With a spatula, mix the wet ingredients into the dry ingredients until just incorporated, scraping down the sides and bottom as necessary. You will still see some small lumps of dry ingredients. Fold in the chocolate chips. Divide batter evenly among muffin cups, filling each about 2/3 full. Bake for about 20 minutes, or until the tops are fully set and spring back when touched. Remove from the oven, and let the cupcakes cool in the pan for 5 minutes before placing them on a wire rack to cool completely. Vanilla Frosting: In the bowl of a stand mixer fitted with the paddle attachment, mix the softened butter on medium speed until smooth. Sift the confectioners’ sugar into a separate bowl. Add one cup at a time to the butter, beating very well after each addition. Add the salt, vanilla, and heavy cream. Mix on medium-high speed until very light and fluffy, approximately 5 minutes. Decorate as desired immediately on the completely cooled cupcakes, using mini chocolate chips as garnish.",Rich Chocolate Cupcake with fluffy vanilla frosting and optional chocolate garnish.,https://foodal.com/recipes/cupcakes/double-chocolate-vanilla-frosting/,"Stand mixer with paddle attachment, spatula, muffin pans, paper liners, wire rack",3,3,1.5,Rich Chocolate Cupcake with fluffy vanilla frosting and optional chocolate garnish,"soft,light and fluffy,creamy"
Chocolate Cupcake,Chocolate Cupcake (Food & Wine),"Chocolate Cupcake: 4 tablespoons unsalted butter, 1/4 cup vegetable oil, 1/2 cup water, 1 cup all-purpose flour, 1 cup granulated sugar, 1/4 cup + 2 tablespoons unsweetened natural cocoa powder, 3/4 teaspoon baking soda, 1/8 teaspoon kosher salt, 1 large egg, 1/4 cup buttermilk, 1 teaspoon pure vanilla extract",350 F,"Preheat the oven to 350°F. Line a 12-cup muffin tin with paper or foil liners. In a medium saucepan, melt the butter with the vegetable oil and water over low heat. In a large bowl, sift the flour with the sugar, cocoa powder, baking soda, and salt. Add the melted butter mixture and beat with a handheld mixer at low speed until smooth. Add the egg and beat until incorporated, then add the buttermilk and vanilla and beat until smooth, scraping the bottom and side of the bowl. Pour the batter into the lined muffin tins, filling them about three-fourths full. Bake the cupcakes in the center of the oven for about 25 minutes, until springy and a toothpick inserted in the center comes out clean. Let the cupcakes cool slightly, then transfer them to a rack to cool completely.",Moist Chocolate Cupcake with a soft crumb.,https://www.foodandwine.com/recipes/chocolate-cupcakes,"Medium saucepan, handheld mixer, muffin tin, paper or foil liners",4,4,1,Moist Chocolate Cupcake with a soft crumb,"soft,creamy"
Chocolate Cupcake,Chocolate Cupcake with Vanilla Buttercream (The Hearty Life),"Cupcakes: 1/3 cup vegetable oil, 1 cup granulated sugar, 1 tablespoon vanilla extract, 1 large egg (room temperature), 1 cup milk or cream, 1 1/2 cups all-purpose flour, 1/3 cup unsweetened cocoa powder, 1 teaspoon baking soda, 1 teaspoon kosher salt; Buttercream: 1 cup unsalted butter (room temperature), 4-5 cups powdered sugar, 1 tablespoon vanilla extract, 2-3 tablespoons heavy whipping cream",350 F,"Preheat the oven to 350°F and line a 12-cup cupcake pan. In a medium bowl, combine the flour, cocoa powder, baking soda, and salt. Whisk to combine and set aside. In a large bowl, combine the oil, sugar, egg, and vanilla. Whisk to combine until light and creamy. Slowly mix in the milk. Add the dry ingredients into the wet ingredients and mix well until completely combined. Use a portion scoop to fill each cupcake liner 2/3 full. Bake for 18-20 minutes or until a toothpick inserted comes out clean. Allow to cool completely before frosting. Buttercream: In the bowl of a stand mixer fitted with the paddle attachment or using an electric hand mixer, cream the butter until light and fluffy (3-4 minutes). Add in the powdered sugar, one cup at a time, mixing thoroughly each time. Mix in the vanilla extract and the heavy cream, one tablespoon at a time until the desired consistency is reached. Frost the cooled cupcakes and top with chocolate curls or a chocolate chunk.",Moist Chocolate Cupcake with a light and creamy vanilla buttercream frosting.,https://theheartylife.org/chocolate-cupcakes-with-vanilla-buttercream/,"Stand mixer with paddle attachment, electric hand mixer, 12-cup cupcake pan, portion scoop",3,2,1,Moist Chocolate Cupcake with a light and creamy vanilla buttercream frosting,"light and fluffy,creamy"
Vanilla Cupcake,Vanilla Cupcakewith Vanilla Buttercream (Baran Bakery),"Vanilla Cupcakes: 1 1/2 cups cake flour, 1 1/2 teaspoons baking powder, 1/4 teaspoon fine sea salt, 1 cup granulated sugar, 1/4 cup canola oil, 1/4 cup unsalted butter (room temperature), 1 large egg (or 2 large egg whites), 1 teaspoon pure vanilla extract, 2 teaspoons vanilla bean paste, 1/2 cup sour cream, 1/3 cup whole milk (room temperature); Vanilla Buttercream: 1 cup granulated sugar, 1/4 cup water, 2 large eggs (room temperature), 1 cup unsalted butter (room temperature), 2 teaspoons vanilla bean paste, 2 teaspoons pure vanilla extract, 1/8 teaspoon fine sea salt","350 F (convection), 325 F (conventional)","Vanilla Cupcakes: Preheat the oven to 350°F (177°C) for convection or 325°F (163°C) for conventional. Line 13 muffin tins with cupcake liners. In a medium bowl, whisk together the cake flour, baking powder, salt, and sugar until evenly distributed. Add the oil and butter to the dry ingredients and beat together until combined. Add the egg, vanilla extract, and vanilla bean paste and mix until fully combined. Add the sour cream and turn the mixer to low speed, while streaming in the milk. Scrape the edge of the bowl and mix just until the cupcake batter is smooth. Fill each cupcake liner about 2/3 to 3/4 full (about 50-55 grams of batter per cupcake). Bake for 16-18 minutes, until the center of the cupcake springs back when pressed or a toothpick comes out clean. Remove from the oven and let them cool in the cupcake pan for 10 minutes, then move them to a cooling rack to cool completely before frosting. Vanilla Buttercream: Place the sugar and water in a medium saucepan and swirl until the sugar is fully immersed. Place the saucepan over medium heat until the sugar dissolves and comes to a gentle simmer. Reduce the heat to low and place the lid on the pan to simmer for a couple of minutes. Meanwhile, place the eggs in the bowl of a stand mixer fitted with the whisk attachment and turn to high speed. Use a candy thermometer to check when the sugar reaches 240°F (116°C), then lower the mixer to medium speed and slowly drizzle the hot sugar syrup into the foamy eggs. Turn the mixer back up to high speed and let it whip for 5-10 minutes, until very pale and fluffy. Turn to medium speed and add butter 2 tablespoons at a time, mixing until combined and smooth. Scrape the bowl, add vanilla and salt, and turn the mixer to high speed for 1-2 minutes. Switch to a paddle attachment and mix at low speed for 5-10 minutes to remove air bubbles. Use a piping bag to frost the cooled cupcakes. Top with sprinkles, gold luster dust, or edible gold foil.",Light and fluffy Vanilla Cupcakewith a smooth and creamy vanilla bean buttercream.,https://baranbakery.com/vanilla-cupcakes-with-vanilla-buttercream/,"Vanilla bean paste, Kitchen Aid 5 qt. stand mixer, kitchen scale, Ateco #8 star piping tip, disposable piping bags, muffin pan",3,4,2,Light and fluffy Vanilla Cupcakewith a smooth and creamy vanilla bean buttercream,"soft,light and fluffy,creamy"
Gluten Free Vanilla Cupcake,Gluten-Free Vanilla Cupcakewith Chocolate Frosting (Butternut Bakery),"Vanilla Cupcakes: 4 tablespoons unsalted butter (room temperature), 1/4 cup vegetable oil, 1 cup granulated sugar, 2 large eggs (room temperature), 1 tablespoon vanilla extract, 1 1/2 cups gluten-free baking flour, 1 1/2 teaspoons baking powder, 1/4 teaspoon baking soda, 1/4 teaspoon kosher salt, 3/4 cup buttermilk; Chocolate Frosting: 1 cup unsalted butter (room temperature), 1/2 cup unsweetened cocoa powder, 3 cups powdered sugar, 2-3 tablespoons milk, 1 teaspoon vanilla extract, 1/4 teaspoon kosher salt, rainbow sprinkles",350 F,"Vanilla Cupcakes: Preheat the oven to 350°F and line one cupcake tin with 12 liners and another with 3 liners (for a total of 15 cupcakes). In a bowl, whisk together the flour, baking powder, baking soda, and salt, then set aside. In a mixing bowl using a hand or stand mixer with the paddle attachment, mix together the butter and 1/2 cup of the sugar on medium-high speed until smooth, light, and fluffy. Mix in the remaining sugar and vegetable oil until smooth, followed by the eggs and vanilla. Dump in half of the dry ingredients and mix. With some flour still showing, pour in the buttermilk and mix again. Dump in the rest of the dry ingredients and mix until smooth and well combined. Scoop the batter into the liners, filling each about halfway. Bake for 15-18 minutes, or until a toothpick in the center comes out clean with a few moist crumbs. Allow the cupcakes to cool in the pan for about 5 minutes, then transfer to a cooling rack. Let cool completely before frosting. Chocolate Frosting: In a bowl using a hand or stand mixer with the paddle attachment, add the butter and cocoa powder and mix until smooth. Scrape down the bowl and begin to mix in the powdered sugar one cup at a time, adding a tablespoon of milk between each cup, along with the vanilla and salt. The frosting should be thick but smooth and glossy. If too thick, add another tablespoon or two of milk. Pipe the frosting on the cooled cupcakes and top with sprinkles.",Moist gluten-free Vanilla Cupcakewith a rich chocolate frosting.,https://butternutbakeryblog.com/gluten-free-vanilla-cupcakes/,"Hand or stand mixer with paddle attachment, cupcake tin, cooling rack",4.5,4,1,Moist glutenfree Vanilla Cupcakewith a rich chocolate frosting,"gooey,creamy,rich"
Gluten Free Vanilla Cupcake,Gluten-Free Vanilla Cupcakewith Vanilla Buttercream (Mama Knows Gluten Free),"Vanilla Cupcakes: 6 tablespoons unsalted butter (softened, or dairy-free alternative), 3/4 cup granulated sugar, 2 large eggs, 1 tablespoon pure vanilla extract, 1 1/4 cups gluten-free all-purpose flour blend (with xanthan gum), 1 3/4 teaspoons gluten-free baking powder, 1/4 teaspoon salt, 1 cup milk (or dairy-free alternative such as almond, cashew, or coconut milk); Vanilla Buttercream: 3/4 cup unsalted butter (softened, or dairy-free alternative), 1 tablespoon pure vanilla extract, 1/4 teaspoon salt, 4 cups confectioners’ sugar, 3 tablespoons milk (or dairy-free alternative such as almond, cashew, or coconut milk)",350 F,"Vanilla Cupcakes: Preheat oven to 350°F and line a muffin pan with liners or spray with gluten-free nonstick cooking spray. In a large bowl, cream the butter until smooth. Add the sugar and beat until smooth. Add the eggs and vanilla extract, mixing until fully combined and smooth. Add the gluten-free flour, baking powder, and salt, and mix until combined. Pour in the milk and mix for 2 minutes on medium until the batter is smooth. Scoop the cake batter into the lined muffin pan using a greased ice cream scoop. Bake for 25 minutes, checking with a toothpick to ensure they are done. Allow the cupcakes to completely cool on a cooling rack before frosting. Vanilla Buttercream: In a large bowl, cream the butter until smooth. Add the vanilla extract and mix until fully combined. Add the confectioners’ sugar one cup at a time, mixing until fully combined. Add the milk and beat until the frosting is smooth and spreadable. Fill a piping bag with the frosting and frost the cooled cupcakes using a Wilton 1M frosting tip.",Moist gluten-free Vanilla Cupcakewith a smooth and creamy vanilla buttercream.,https://www.mamaknowsglutenfree.com/gluten-free-vanilla-cupcakes/,"Large mixing bowl, hand or stand mixer, muffin pan, cupcake liners, cooling rack, piping bag, Wilton 1M frosting tip",5,3,1.5,Moist glutenfree Vanilla Cupcakewith a smooth and creamy vanilla buttercream,creamy
Gluten Free Vanilla Cupcake ,Gluten-Free Vanilla Cupcakewith Buttercream Frosting (Meaningful Eats),"Dry Ingredients: 2 1/4 cups gluten-free 1:1 baking flour, 1/2 cup cornstarch, 2 1/2 teaspoons baking powder, 1 teaspoon salt; Other Ingredients: 1/2 cup butter (room temperature), 1/2 cup vegetable oil, 1 1/2 cups sugar, 4 eggs (room temperature), 2 tablespoons vanilla extract, 1 1/3 cups buttermilk; Frosting: 1 cup butter (room temperature), 1.5 pounds powdered sugar, 1 tablespoon vanilla extract, 1/4 teaspoon kosher salt, 4 tablespoons whole milk",350 F,"Cupcakes: Preheat the oven to 350°F and place paper liners in every other liner of 2 cupcake tins. Lightly grease with cooking spray and set aside. In a medium bowl, whisk together the gluten-free flour, cornstarch, baking powder, and salt. In the bowl of a stand mixer fitted with a whisk attachment (or using a large bowl with an electric mixer), beat the softened butter and oil together until homogeneous (about 3 minutes). Slowly add the sugar to the oil and butter while running the mixer on medium-low. Beat on high until the mixture is light, fluffy, and pale yellow (about 3 minutes). Add the eggs one at a time, scraping down the bowl in between additions. Mix in the vanilla extract, then beat on high for another 2 minutes to incorporate air. With the mixer running on low, alternate adding the dry ingredients with the buttermilk in 4 additions, starting with the buttermilk and ending with the dry ingredients. Fill each liner 3/4 full. This recipe makes about 20 cupcakes, so refrigerate the rest of the batter to bake after the first batch if needed. Bake for 18-20 minutes, or until a toothpick comes out mostly clean with moist crumbs. Repeat with remaining batter if needed. Allow the cupcakes to cool completely before frosting. Frosting: In a stand mixer, beat the softened butter and powdered sugar until fluffy (about 2 minutes). Add in the vanilla, salt, and a tablespoon of milk one at a time, stopping if the frosting becomes too runny. Beat for 3 minutes until light and fluffy. Transfer the frosting to a pastry bag fitted with a large star tip and frost the cooled cupcakes. Top with sprinkles if desired.",Moist gluten-free Vanilla Cupcakewith a light and fluffy buttercream frosting.,https://meaningfuleats.com/gluten-free-vanilla-cupcakes/,"Stand mixer with whisk attachment, large mixing bowl, cupcake tins, paper liners, pastry bag, large star tip",5,4,2,Moist glutenfree Vanilla Cupcakewith a light and fluffy buttercream frosting,"soft,light and fluffy,creamy"
Gluten Free Vanilla Cupcake,Gluten-Free Vanilla Cupcake(Eat With Clarity),"Wet Ingredients: 1/4 cup oil (refined avocado or any neutral oil), 1/4 cup butter (melted), 3/4 cup + 2 tablespoons granulated cane sugar, 1/2 cup milk (dairy or non-dairy), 2 large eggs (room temperature), 1 tablespoon vanilla extract; Dry Ingredients: 1 1/2 cups gluten-free all-purpose baking flour, 1 teaspoon cornstarch, 1 1/2 teaspoons baking powder, 1/4 teaspoon salt; Frosting: 2-3 cups buttercream frosting",350 F,"Preheat the oven to 350°F. In a large mixing bowl, beat together the eggs, vanilla, oil, melted butter, milk, and sugar with an electric mixer. Add in the remaining dry ingredients and beat until a batter forms. Spoon and level the flour, do not scoop directly from the bag. Let the batter sit for 5 minutes. Use a cookie scoop, ice cream scoop, or regular spoon to add the batter to a lined muffin tray, filling each about 3/4 of the way up. Bake for 16-22 minutes or until a toothpick comes out clean. Let cool in the cupcake tray for 10 minutes, then carefully remove and finish cooling on a cooling rack. Spread or pipe buttercream over the cooled cupcakes and enjoy!",Light and fluffy gluten-free Vanilla Cupcakewith a soft crumb.,https://eatwithclarity.com/gluten-free-vanilla-cupcakes/,"Large mixing bowl, electric mixer, muffin tray, cupcake liners, cooling rack",6,5,1,Light and fluffy glutenfree Vanilla Cupcakewith a soft crumb,"soft,light and fluffy,creamy"
Gluten Free Vanilla Cupcake,Perfect Gluten-Free Vanilla Cupcakewith Vanilla Buttercream (Let Them Eat GF Cake),"Vanilla Cupcakes: 3/4 cup butter (room temperature), 1 1/2 cups granulated sugar, 3 large eggs (room temperature), 1 tablespoon vanilla bean paste (or vanilla extract, or seeds from one vanilla bean), 1/2 teaspoon almond extract, 1 1/4 cups sour cream, 2 cups gluten-free all-purpose flour blend, 1 teaspoon baking powder, 1/2 teaspoon baking soda, 1/2 teaspoon kosher salt; Vanilla Buttercream: 3 cups butter (room temperature), 6 cups powdered sugar (sifted), 1 tablespoon vanilla bean paste (or vanilla extract, or seeds from one vanilla bean)",350 F,"Preheat the oven to 350°F and line muffin tins with paper liners (makes about 20 cupcakes). In a medium bowl, whisk together the flour, baking powder, baking soda, and salt, then set aside. Cream the butter and sugar together until light and fluffy. Add the eggs one at a time, beating well after each addition. Scrape down the sides and bottom of the bowl. Add the sour cream, vanilla, and almond extract, beating just until combined. Reduce the speed to low and mix in the dry ingredients a little at a time until all of it is added. Fold in any unmixed flour by hand. Scoop the batter into the cupcake liners and bake for 20-22 minutes, or until a toothpick inserted into the center comes out clean. Cool in the pans for 5 minutes before transferring to a wire rack to cool completely. Vanilla Buttercream: In the bowl of a stand mixer (or using a handheld mixer), beat the butter until smooth and creamy. Add powdered sugar in increments with the mixer on low, then add the vanilla. Turn the mixer up to medium and beat for 5-6 minutes, until lighter in color and texture. Frost the cooled cupcakes as desired.",Light and fluffy gluten-free Vanilla Cupcakewith a smooth and creamy vanilla buttercream.,https://www.letthemeatgfcake.com/perfect-gluten-free-vanilla-cupcakes/,"Stand mixer or handheld mixer, muffin tins, paper liners, wire rack",5.6,6,2.7,Light and fluffy glutenfree Vanilla Cupcakewith a smooth and creamy vanilla buttercream,"soft,light and fluffy,creamy"
Gluten Free Vanilla Cupcake,Gluten-Free Vanilla Bean Cupcakes (Gluten Free Palate),"Cupcakes: 1/2 cup vegetable oil, 3/4 cup granulated sugar, 2 large eggs (room temperature), 1 1/4 cups all-purpose gluten-free flour blend, 1/4 teaspoon salt, 1 3/4 teaspoons baking powder, 1/2 cup dairy-free milk (or dairy milk), 2 teaspoons gluten-free vanilla extract (or vanilla bean paste); Frosting: 1/2 cup dairy-free butter (or dairy butter), 1 teaspoon gluten-free vanilla extract, 3 cups powdered sugar, 2 tablespoons dairy-free milk (or dairy milk)",350 F,"Cupcakes: Preheat oven to 350°F and position the rack in the center. Line a cupcake pan with paper liners and set aside. In a medium mixing bowl, combine oil and sugar. Add the eggs and beat with an electric mixer at medium speed for one minute. Add the flour, salt, baking powder, dairy-free milk, and vanilla extract (or paste); beat at medium speed for one minute. Spoon the batter evenly into the cupcake liners. Bake for 18-20 minutes or until the centers spring back when touched and the cupcakes are lightly browned. Let cool in the pan on a rack for five minutes, then remove from the pan and let cool completely before frosting. Frosting: In a medium mixing bowl, beat the dairy-free butter and vanilla until smooth and creamy. Gradually add powdered sugar, one cup at a time, beating well. Alternate adding powdered sugar and 1 tablespoon of dairy-free milk until all ingredients are blended. Beat in additional dairy-free milk if needed to obtain the desired consistency. Frost the cooled cupcakes and enjoy!",Soft gluten-free Vanilla Cupcakewith a smooth and creamy vanilla bean frosting.,https://www.glutenfreepalate.com/gluten-free-vanilla-bean-cupcakes/,"Electric mixer, cupcake pan, paper liners, cooling rack",4.5,3,0,Soft glutenfree Vanilla Cupcakewith a smooth and creamy vanilla bean frosting,creamy
Gluten Free Vanilla Cupcake,Gluten-Free Vanilla Cupcake(Mama Gourmand),"Cupcakes: 8 tablespoons unsalted butter (melted and cooled), 2/3 cup whole milk (room temperature), 4 large egg whites (room temperature), 2 teaspoons vanilla extract, 2 cups gluten-free all-purpose flour, 1 1/4 cups granulated sugar, 3 teaspoons baking powder, 1/2 teaspoon baking soda, 1/2 teaspoon salt; Frosting: 1/2 cup unsalted butter (room temperature), 1/2 cup shortening, 4 cups powdered sugar, 1 teaspoon vanilla extract, 1/4 teaspoon salt, 1/2 cup heavy whipping cream",350 F,"Preheat oven to 350°F. Prepare two 12-cup muffin pans with paper liners (recipe makes approximately 22 cupcakes). Melt the butter and allow it to cool. Once cooled, whisk together the butter, milk, egg whites, and vanilla in a bowl. In a large bowl or stand mixer fitted with a paddle, mix together the flour, sugar, baking powder, baking soda, and salt until well combined. Add all but 1/2 cup of the liquid mixture to the dry ingredients. Beat on low to moisten ingredients, then increase speed to medium for 2 minutes until the batter becomes pale and fluffy. Pour in the remaining 1/2 cup of liquid and beat for 1 minute longer. Distribute the cake batter evenly between the prepared cupcake tins, filling each no more than 2/3 full. Bake for 18-20 minutes, rotating halfway through, until a toothpick inserted in the center comes out clean. Remove from the oven and let cool in the pans for 5 minutes, then transfer to a wire rack to cool completely before frosting with vanilla or chocolate buttercream.",Light and fluffy gluten-free Vanilla Cupcakewith a soft crumb.,https://www.mamagourmand.com/gluten-free-vanilla-cupcakes/,"Cup4Cup gluten-free flour, muffin tins, stand mixer, wire rack",5.8,5,2.8,Light and fluffy glutenfree Vanilla Cupcakewith a soft crumb,"soft,light and fluffy,creamy"
Gluten Free Vanilla Cupcake,Gluten-Free Vanilla Cupcake(Gluten Free on a Shoestring),"Cupcakes: 1 1/2 cups all-purpose gluten-free flour blend, 3/4 teaspoon xanthan gum (omit if blend contains it), 2 tablespoons cornstarch, 1 teaspoon baking powder, 1/2 teaspoon baking soda, 1/2 teaspoon kosher salt, 8 tablespoons unsalted butter (room temperature), 1 cup granulated sugar, 1 egg (room temperature), 1 egg white (room temperature), 2 teaspoons pure vanilla extract, 2/3 cup milk or buttermilk (room temperature); Frosting: 8 tablespoons unsalted butter (room temperature), 1 cup confectioners' sugar, 1/8 teaspoon kosher salt, 1/4 teaspoon pure vanilla extract, milk by the teaspoon as necessary",325 F,"Cupcakes: Preheat the oven to 325°F. Line 16 wells of standard muffin tins with cupcake liners or grease the wells, and set aside. In a small bowl, whisk together the flour, xanthan gum, cornstarch, baking powder, baking soda, and salt, then set aside. In the bowl of a stand mixer fitted with a paddle attachment, or a large bowl with a handheld mixer, beat the butter, sugar, egg, egg white, and vanilla at medium-low speed to combine. Increase the speed to medium-high and beat until the mixture appears whipped (about 2 minutes). Add the dry ingredients in 3 batches to the butter mixture, alternating with the milk or buttermilk, beginning and ending with the dry ingredients. Beat lightly after each addition until just combined, without overmixing. The batter should be light and fluffy. Fill the prepared wells of the muffin tin about 2/3 full. Shake the tin back and forth to distribute the batter evenly. Bake in the center of the preheated oven for about 20 minutes, until very lightly golden brown and springing back when pressed lightly in the center. Allow the cupcakes to cool in the tin for at least 5 minutes before transferring to a wire rack to cool completely. Repeat with the remaining cupcake batter. Frost only when completely cooled. Frosting: In a large bowl or the bowl of a stand mixer fitted with a paddle attachment, beat the butter on medium speed until creamy (about 30 seconds). Add the confectioners’ sugar, salt, vanilla, and 1 teaspoon of milk, and beat on medium speed until well-combined (about 1 minute). Beat in more confectioners’ sugar until thick but not stiff, then beat on high for about 5 minutes or until light and fluffy. Frost the cooled cupcakes using a piping bag or by scooping a dollop with two spoons.",Light and fluffy gluten-free Vanilla Cupcakewith a smooth vanilla buttercream.,https://glutenfreeonashoestring.com/gluten-free-vanilla-cupcakes/,"Stand mixer or handheld mixer, muffin tin, paper liners, wire rack",6,4,2.7,Light and fluffy glutenfree Vanilla Cupcakewith a smooth vanilla buttercream,"soft,light and fluffy,creamy"
Gluten Free Vanilla Cupcake,Gluten-Free Vanilla Cupcake(Well Fed Baker),"Cupcakes: 1 1/3 cups gluten-free 1-to-1 flour blend, 1 cup sugar, 2 teaspoons baking powder, 1/2 teaspoon salt, 2 eggs (room temperature), 6 tablespoons olive oil (or other light flavored oil), 2/3 cup non-dairy milk, 2 teaspoons vanilla; Buttercream: 3/4 cup vegan butter (room temperature), 3 cups powdered sugar (sifted), 1 tablespoon non-dairy milk, 2 teaspoons vanilla",350 F,"Cupcakes: Preheat oven to 350°F. Line a 12-cup muffin pan with paper liners. In a large bowl, whisk together the flour, sugar, baking powder, and salt until well combined. In a second bowl, whisk together the eggs, oil, milk, and vanilla until smooth. Combine the wet ingredients with the dry ingredients and mix until all the flour is incorporated. Divide the batter among the 12 cups using a spoon or measuring spoon. Bake in the preheated oven for 20-22 minutes, until the tops spring back when gently poked. Remove from the oven and let cool in the pan for 10 minutes, then transfer to a wire cooling rack to cool for at least one hour before frosting. Buttercream: Cut the vegan butter into cubes and place it in the bowl of an electric mixer. Beat on medium speed until the butter is soft and smooth, then scrape down the bowl. Add the sifted powdered sugar and beat on the lowest speed until incorporated, until it looks like thick paste. Add the vanilla and milk, and beat on medium-low speed until the milk is incorporated. Turn the mixer to high speed and beat for 4-5 minutes until the buttercream is very light in color and has increased in volume.",Light and fluffy gluten-free Vanilla Cupcakewith a smooth vegan buttercream frosting.,https://wellfedbaker.com/gluten-free-vanilla-cupcakes/,"Electric mixer, muffin pan, paper liners, wire rack",4,3,2,Light and fluffy glutenfree Vanilla Cupcakewith a smooth vegan buttercream frosting,"soft,light and fluffy,creamy"
